#-------------------------------------------
# Food Diary Report - Detailed Report,"среда, июля 1, 2026","пятница, июля 31, 2026"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Cреднесуточная норма,Кал ( ккал),Жир( г),Углев( г),Белк( г)
Всего,3061,"103,25","354,61","172,21"
Завтрак,729,"34,73","70,05","33,32"
Обед,937,24,"103,18","72,67"
Ужин,1395,"44,51","181,38","66,21"
Перекус/Другое,,,,

#-------------------------------------------
# Report Details
#-------------------------------------------
Дата,Кал ( ккал),Жир( г),Н/жир( г),Углев( г),Клетч( г),Сахар( г),Белк( г),Натри( мг),Холес( мг),Калий( мг)
   40 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,440,"37,96",,"9,25","3,7","3,7","15,32",,,
   74 г
  Хлебзавод 3 Хлеб Тостовый,252,"3,88",,"44,62",,,"9,22",,,
   97 г
 Обед,1051,"15,55","1,264","111,14","11,2",0,"110,91",249,222,977
  Простоквашино Простоквашино Сметана 10%,70,6,,"2,34",,,"1,68",,,
   60 г
  Куриное Филе,421,"4,75","1,264",0,0,0,"88,43",249,222,977
   383 г
  Агро-Альянс Гречка Экстра,560,"4,8",,"108,8","11,2",,"20,8",0,,
   160 г
 Ужин,1377,"40,79","0,73","176,9","11,6",72,"62,88",124,111,712
  Магнит Банан,89,"0,1","0,1","21,8","2,6",12,"1,5",,,
   100 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Макфа Греча Ядрица,315,"2,25",,"61,2",9,,"11,7",,,
   90 г
  Куриное Филе,210,"2,37","0,63",0,0,0,"44,1",124,111,487
   191 г
  Очаковский Квас,400,0,0,90,,60,0,,,
   2 000 мл
  Братья Ореховы Миндаль Сырой,183,"16,11",,"3,9",,,"5,58",,,225
   30 г
 Перекус/Другое,,,,,,,,,,

"понедельник, июля 6, 2026",801,"41,29",0,"82,52","3,65","3,65","24,23",,,
 Завтрак,801,"41,29",0,"82,52","3,65","3,65","24,23",,,
  Махеевъ Джем Апельсиновый,117,0,0,"29,24",,,0,,,
   43 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,434,"37,45",,"9,12","3,65","3,65","15,11",,,
   73 г
  Хлебзавод 3 Хлеб Тостовый,250,"3,84",,"44,16",,,"9,12",,,
   96 г
 Обед,,,,,,,,,,
 Ужин,,,,,,,,,,
 Перекус/Другое,,,,,,,,,,

"вторник, июля 7, 2026",250,"3,84",,"44,16",,,"9,12",,,
 Завтрак,250,"3,84",,"44,16",,,"9,12",,,
  Хлебзавод 3 Хлеб Тостовый,250,"3,84",,"44,16",,,"9,12",,,
   96 г
 Обед,,,,,,,,,,
 Ужин,,,,,,,,,,
 Перекус/Другое,,,,,,,,,,

"среда, июля 8, 2026",1126,"29,21","3,864",102,"10,5",0,"107,93",249,222,977
 Завтрак,,,,,,,,,,
 Обед,1126,"29,21","3,864",102,"10,5",0,"107,93",249,222,977
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Куриное Филе,421,"4,75","1,264",0,0,0,"88,43",249,222,977
   383 г
  Агро-Альянс Гречка Экстра,525,"4,5",,102,"10,5",,"19,5",0,,
   150 г
 Ужин,,,,,,,,,,
 Перекус/Другое,,,,,,,,,,

"четверг, июля 9, 2026",3325,"135,06","4,06","334,51","32,8","27,61","186,56",248,222,1199
 Завтрак,694,"43,14",,"51,48","3,85","3,85","24,58",,,
  Vicenta Арахисовая Паста с Кусочками Арахиса,457,"39,5",,"9,62","3,85","3,85","15,94",,,
   77 г
  Хлебзавод 3 Хлеб Тостовый,237,"3,64",,"41,86",,,"8,64",,,
   91 г
 Обед,880,"26,53","3,23","95,2","9,8",0,"62,3",124,111,487
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Куриное Филе,210,"2,37","0,63",0,0,0,"44,1",124,111,487
   191 г
  Агро-Альянс Гречка Экстра,490,"4,2",,"95,2","9,8",,"18,2",0,,
   140 г
 Ужин,1751,"65,39","0,83","187,83","19,15","23,76","99,68",124,111,712
"  Простоквашино Молоко 2,5%",512,"23,25",,"45,57",,0,"28,83",,,
   930 мл
  Куриное Филе,210,"2,37","0,63",0,0,0,"44,1",124,111,487
   191 г
  Макфа Греча Ядрица,490,"3,5",,"95,2",14,,"18,2",,,
   140 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Братья Ореховы Миндаль Сырой,183,"16,11",,"3,9",,,"5,58",,,225
   30 г
  Магнит Банан,176,"0,2","0,2","43,16","5,15","23,76","2,97",,,
   198 г
 Перекус/Другое,,,,,,,,,,

"пятница, июля 10, 2026",3128,"105,8","3,86","360,94","28,96",0,"178,59",248,222,"1916,18"
 Завтрак,521,"25,79",,"40,48",,,"31,14",,,
  Пятерочка Сыр Тильзитер,292,"22,27",,0,,,"22,78",,,
   85 г
  Хлебзавод 3 Хлеб Тостовый,229,"3,52",,"40,48",,,"8,36",,,
   88 г
 Обед,880,"26,53","3,23","95,2","9,8",0,"62,3",124,111,487
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Куриное Филе,210,"2,37","0,63",0,0,0,"44,1",124,111,487
   191 г
  Агро-Альянс Гречка Экстра,490,"4,2",,"95,2","9,8",,"18,2",0,,
   140 г
 Ужин,1727,"53,48","0,63","225,26","19,16",0,"85,15",124,111,"1429,18"
  Lucky Days Зефир со Вкусом Чёрной Смородины,122,0,,"31,5",,,"0,42",,,
   42 г
  Фругурт Питьевой Йогурт,335,5,,60,,,13,,,
"   5 x 100g, 500 г"
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Макфа Греча Ядрица,525,"3,75",,102,15,,"19,5",,,
   150 г
  Куриное Филе,210,"2,37","0,63",0,0,0,"44,1",124,111,487
   191 г
  Братья Ореховы Миндаль Сырой,244,"21,48",,"5,2",,,"7,44",,,300
   40 г
  Магнит Яблоки Новый Урожай,111,"0,92",,"26,56","4,16",,"0,69",,,"642,18"
   231 г
 Перекус/Другое,,,,,,,,,,

"суббота, июля 11, 2026",2982,"86,91",,"382,17","15,83",,"167,98",0,,"600,48"
 Завтрак,1036,"52,9",,"77,28",,,"61,19",,,
  Стародворье Колбаса Стародворская,98,"7,93",,0,,,"6,1",,,
   61 г
  Пятерочка Сыр Тильзитер,501,"38,25",,0,,,"39,13",,,
   146 г
  Хлебзавод 3 Хлеб Тостовый,437,"6,72",,"77,28",,,"15,96",,,
   168 г
 Обед,615,"5,45",,"95,2","9,8",,"46,95",0,,
  Рыбпромпродукт Тунец Консервы,125,"1,25",,0,,,"28,75",,,
   125 г
  Агро-Альянс Гречка Экстра,490,"4,2",,"95,2","9,8",,"18,2",0,,
   140 г
 Ужин,1331,"28,56",,"209,69","6,03",,"59,84",,,"600,48"
  Макфа Макароны Спирали,513,"1,95",,"105,75",,,"15,6",,,
   150 г
  Рыбпромпродукт Тунец Консервы,125,"1,25",,0,,,"28,75",,,
   125 г
  Фругурт Питьевой Йогурт,248,"3,7",,"44,4",,,"9,62",,,
   370 г
  Магнит Яблоки Новый Урожай,104,"0,86",,"24,84","3,89",,"0,65",,,"600,48"
   216 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,122,0,,"31,5",,,"0,42",,,
   42 г
  Narmak Грецкий Орех,219,"20,8",,"3,2","2,14",,"4,8",,,
   32 г
 Перекус/Другое,,,,,,,,,,

"воскресенье, июля 12, 2026",3239,"84,82","6,504","439,7","21,18","59,47","170,98","308,12",274,"2033,36"
 Завтрак,772,"14,56","2,21","137,69","11,5","43,39","22,71","0,12",,"177,62"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,243,"1,41","0,83","56,44",,"43,33","1,16","0,12",,"177,62"
   83 г
"  Простоквашино Молоко 2,5%",138,"6,25",,"12,25",,0,"7,75",,,
   250 мл
  Ясно Солнышко Овсяная Каша 2,391,"6,9","1,38",69,"11,5","0,06","13,8",,,
   115 г
 Обед,954,"24,85","3,382","105,75",0,0,"70,32",154,137,604
  Макфа Макароны Спирали,513,"1,95",,"105,75",,,"15,6",,,
   150 г
  Куриное Филе,261,"2,94","0,782",0,0,0,"54,72",154,137,604
   237 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
 Ужин,1513,"45,41","0,912","196,26","9,68","16,08","77,95",154,137,"1251,74"
  Narmak Грецкий Орех,206,"19,5",,3,"2,01",,"4,5",,,
   30 г
  Куриное Филе,261,"2,94","0,782",0,0,0,"54,72",154,137,604
   237 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Макфа Макароны Спирали,513,"1,95",,"105,75",,,"15,6",,,
   150 г
  Магнит Яблоки Новый Урожай,112,"0,93",,"26,8","4,19",,"0,7",,,"647,74"
   233 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,122,0,,"31,5",,,"0,42",,,
   42 г
  Магнит Банан,119,"0,13","0,13","29,21","3,48","16,08","2,01",,,
   134 г
 Перекус/Другое,,,,,,,,,,

"понедельник, июля 13, 2026",3454,"118,93","4,394","395,96","12,32","27,12","192,6",308,274,"1891,88"
 Завтрак,875,"49,42",,"52,9",,,"53,11",,,
  Стародворье Колбаса Стародворская,178,"14,43",,0,,,"11,1",,,
   111 г
  Пятерочка Сыр Тильзитер,398,"30,39",,0,,,"31,09",,,
   116 г
  Хлебзавод 3 Хлеб Тостовый,299,"4,6",,"52,9",,,"10,92",,,
   115 г
 Обед,966,"24,4","3,382","115,5",0,0,"65,22",154,137,604
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Куриное Филе,261,"2,94","0,782",0,0,0,"54,72",154,137,604
   237 г
  Семейные Секреты Рис,525,"1,5",,"115,5",,,"10,5",,,
   150 г
 Ужин,1613,"45,11","1,012","227,56","12,32","27,12","74,27",154,137,"1287,88"
  Магнит Банан,201,"0,23","0,23","49,27","5,88","27,12","3,39",,,
   226 г
  Семейные Секреты Рис,525,"1,5",,"115,5",,,"10,5",,,
   150 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Куриное Филе,261,"2,94","0,782",0,0,0,"54,72",154,137,604
   237 г
  Narmak Грецкий Орех,206,"19,5",,3,"2,01",,"4,5",,,
   30 г
  Магнит Яблоки Новый Урожай,118,"0,98",,"28,29","4,43",,"0,74",,,"683,88"
   246 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,122,0,,"31,5",,,"0,42",,,
   42 г
 Перекус/Другое,,,,,,,,,,

"вторник, июля 14, 2026",3108,"121,79","1,035","326,27","25,06","15,01","173,51","162,03",145,"682,94"
 Завтрак,1302,"79,07","0,21","86,5","4,05","15,01","60,1","0,03",,"44,94"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,62,"0,36","0,21","14,28",,"10,96","0,29","0,03",,"44,94"
   21 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,481,"41,55",,"10,12","4,05","4,05","16,77",,,
   81 г
  Стародворье Колбаса Стародворская,110,"8,97",,0,,,"6,9",,,
   69 г
  Пятерочка Сыр Тильзитер,298,"22,79",,0,,,"23,32",,,
   87 г
  Хлебзавод 3 Хлеб Тостовый,351,"5,4",,"62,1",,,"12,82",,,
   135 г
 Обед,888,"15,1","0,825","104,92","10,5",0,"79,32",162,145,638
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Агро-Альянс Гречка Экстра,525,"4,5",,102,"10,5",,"19,5",0,,
   150 г
  Куриное Филе,275,"3,1","0,825",0,0,0,"57,72",162,145,638
   250 г
 Ужин,918,"27,62",,"134,85","10,51",0,"34,09",,,
  Prime Kraft Протеин Whey,60,1,,"1,25",,,"11,5",,,
"   1/2 x 1 порция, 15 г"
"  Простоквашино Молоко 2,5%",110,5,,"9,8",,0,"6,2",,,
   200 мл
  Макфа Греча Ядрица,298,"2,12",,"57,8","8,5",,"11,05",,,
   85 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,244,0,,63,,,"0,84",,,
   84 г
  Narmak Грецкий Орех,206,"19,5",,3,"2,01",,"4,5",,,
   30 г
 Перекус/Другое,,,,,,,,,,

"среда, июля 15, 2026",3244,"113,16","4,37","356,03","17,05","14,04","192,09",324,290,1276
 Завтрак,642,"35,12",,"41,4",,,"39,25",,,
  Стародворье Колбаса Стародворская,75,"6,11",,0,,,"4,7",,,
   47 г
  Пятерочка Сыр Тильзитер,333,"25,41",,0,,,26,,,
   97 г
  Хлебзавод 3 Хлеб Тостовый,234,"3,6",,"41,4",,,"8,55",,,
   90 г
 Обед,1085,"24,86","3,425","138,6",0,0,"70,32",162,145,638
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Куриное Филе,275,"3,1","0,825",0,0,0,"57,72",162,145,638
   250 г
  Семейные Секреты Рис,630,"1,8",,"138,6",,,"12,6",,,
   180 г
 Ужин,1517,"53,18","0,945","176,03","17,05","14,04","82,52",162,145,638
  Магнит Банан,104,"0,12","0,12","25,51","3,04","14,04","1,76",,,
   117 г
  Narmak Грецкий Орех,206,"19,5",,3,"2,01",,"4,5",,,
   30 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,244,0,,63,,,"0,84",,,
   84 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,275,"3,1","0,825",0,0,0,"57,72",162,145,638
   250 г
  Макфа Греча Ядрица,420,3,,"81,6",12,,"15,6",,,
   120 г
 Перекус/Другое,,,,,,,,,,

"четверг, июля 16, 2026",3473,"121,68","3,425","398,14","25,39",60,"182,27",162,145,"1082,8"
 Завтрак,732,"37,77",,"53,82",,,"43,22",,,
  Стародворье Колбаса Стародворская,85,"6,89",,0,,,"5,3",,,
   53 г
  Пятерочка Сыр Тильзитер,343,"26,2",,0,,,"26,8",,,
   100 г
  Хлебзавод 3 Хлеб Тостовый,304,"4,68",,"53,82",,,"11,12",,,
   117 г
 Обед,1068,"35,06","3,425","104,92","10,5",0,"79,32",162,145,638
  Агро-Альянс Гречка Экстра,525,"4,5",,102,"10,5",,"19,5",0,,
   150 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Простоквашино Простоквашино Сметана 10%,88,"7,5",,"2,92",,,"2,1",,,
   75 г
  Куриное Филе,275,"3,1","0,825",0,0,0,"57,72",162,145,638
   250 г
 Ужин,1673,"48,85",0,"239,4","14,89",60,"59,73",,,"444,8"
  Narmak Грецкий Орех,206,"19,5",,3,"2,01",,"4,5",,,
   30 г
  Фругурт Питьевой Йогурт,335,5,,60,,,13,,,
"   5 x 100g, 500 г"
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Рыбпромпродукт Тунец Консервы,125,"1,25",,0,,,"28,75",,,
   125 г
  Макфа Греча Ядрица,350,"2,5",,68,10,,13,,,
   100 г
  Магнит Яблоки Новый Урожай,77,"0,64",,"18,4","2,88",,"0,48",,,"444,8"
   160 г
  Очаковский Квас,400,0,0,90,,60,0,,,
   2 000 мл
 Перекус/Другое,,,,,,,,,,

"пятница, июля 17, 2026",3327,"129,44","4,393","340,4","32,65","9,46","193,76","326,02",291,"2125,28"
 Завтрак,509,"25,58","0,14","52,62","2,15","9,46","16,89","0,02",,"29,96"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,41,"0,24","0,14","9,52",,"7,31","0,2","0,02",,"29,96"
   14 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,255,"22,06",,"5,38","2,15","2,15","8,9",,,
   43 г
  Хлебзавод 3 Хлеб Тостовый,213,"3,28",,"37,72",,,"7,79",,,
   82 г
 Обед,1247,"40,9","3,702","113,48","11,2",0,"101,28",217,194,852
  Простоквашино Простоквашино Сметана 10%,140,12,,"4,68",,,"3,36",,,
   120 г
  Куриное Филе,367,"4,14","1,102",0,0,0,"77,12",217,194,852
   334 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Агро-Альянс Гречка Экстра,560,"4,8",,"108,8","11,2",,"20,8",0,,
   160 г
 Ужин,1571,"62,96","0,551","174,3","19,3",0,"75,59",109,97,"1243,32"
"  Простоквашино Молоко 2,5%",248,"11,25",,"22,05",,0,"13,95",,,
   450 мл
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Простоквашино Простоквашино Сметана 10%,70,6,,"2,34",,,"1,68",,,
   60 г
  Макфа Греча Ядрица,420,3,,"81,6",12,,"15,6",,,
   120 г
  Куриное Филе,184,"2,07","0,551",0,0,0,"38,56",109,97,426
   167 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,122,0,,"31,5",,,"0,42",,,
   42 г
  Narmak Грецкий Орех,206,"19,5",,3,"2,01",,"4,5",,,
   30 г
  Магнит Яблоки Новый Урожай,141,"1,18",,"33,81","5,29",,"0,88",,,"817,32"
   294 г
 Перекус/Другое,,,,,,,,,,

"суббота, июля 18, 2026",3320,"106,69","4,042","398,82","34,93","28,77","189,3","217,03",194,"1268,18"
 Завтрак,812,"43,9","0,23","77,12","3,8","15,81","26,79","0,03",,"49,22"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,67,"0,39","0,23","15,64",,"12,01","0,32","0,03",,"49,22"
   23 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,451,"38,99",,"9,5","3,8","3,8","15,73",,,
   76 г
  Хлебзавод 3 Хлеб Тостовый,294,"4,52",,"51,98",,,"10,74",,,
   113 г
 Обед,1317,"41,5","3,702","127,08","12,6",0,"103,88",217,194,852
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
  Простоквашино Простоквашино Сметана 10%,140,12,,"4,68",,,"3,36",,,
   120 г
  Куриное Филе,367,"4,14","1,102",0,0,0,"77,12",217,194,852
   334 г
  Агро-Альянс Гречка Экстра,630,"5,4",,"122,4","12,6",,"23,4",0,,
   180 г
 Ужин,1191,"21,29","0,11","194,62","18,53","12,96","58,63",,,"366,96"
  Магнит Банан,96,"0,11","0,11","23,54","2,81","12,96","1,62",,,
   108 г
  Магнит Яблоки Новый Урожай,63,"0,53",,"15,18","2,38",,"0,4",,,"366,96"
   132 г
  Narmak Грецкий Орех,137,13,,2,"1,34",,3,,,
   20 г
  Фругурт Питьевой Йогурт,228,"3,4",,"40,8",,,"8,84",,,
   340 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,122,0,,"31,5",,,"0,42",,,
   42 г
  Рыбпромпродукт Тунец Консервы,125,"1,25",,0,,,"28,75",,,
   125 г
  Макфа Греча Ядрица,420,3,,"81,6",12,,"15,6",,,
   120 г
 Перекус/Другое,,,,,,,,,,

"воскресенье, июля 19, 2026",3076,"99,47","4,4","343,03","27,1","10,33","193,81","325,02",290,"1307,1"
 Завтрак,604,"29,95","0,15","62,91","2,5","10,33","20,16","0,02",,"32,1"
  Махеевъ Мягкая Карамель со Сгущенным Молоком,44,"0,26","0,15","10,2",,"7,83","0,21","0,02",,"32,1"
   15 г
  Vicenta Арахисовая Паста с Кусочками Арахиса,297,"25,65",,"6,25","2,5","2,5","10,35",,,
   50 г
  Хлебзавод 3 Хлеб Тостовый,263,"4,04",,"46,46",,,"9,6",,,
   101 г
 Обед,1176,"29,49","3,699","122,4","12,6",0,"100,29",216,193,849
  Куриное Филе,366,"4,13","1,099",0,0,0,"76,89",216,193,849
   333 г
  Агро-Альянс Гречка Экстра,630,"5,4",,"122,4","12,6",,"23,4",0,,
   180 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
 Ужин,1296,"40,03","0,551","157,72",12,0,"73,36",109,97,426
  Сыробогатов Сыр Российский 50%,138,"11,12",,0,,,"9,56",,,
   39 г
  Хлебзавод 3 Хлеб Тостовый,252,"3,88",,"44,62",,,"9,22",,,
   97 г
  Сарепта Горчичное Масло,180,"19,96",,0,,,0,,,
   20 г
  Куриное Филе,184,"2,07","0,551",0,0,0,"38,56",109,97,426
   167 г
  Макфа Греча Ядрица,420,3,,"81,6",12,,"15,6",,,
   120 г
  Lucky Days Зефир со Вкусом Чёрной Смородины,122,0,,"31,5",,,"0,42",,,
   42 г
 Перекус/Другое,,,,,,,,,,

"понедельник, июля 20, 2026",3107,"108,34","4,46","341,44","33,94","24,96","187,45",325,290,"1797,64"
 Завтрак,548,"21,56",,"61,18",,,"26,6",,,
  Моя Цена Сыр Российский Настоящий,202,"16,24",,0,,,"13,96",,,
   57 г
  Хлебзавод 3 Хлеб Тостовый,346,"5,32",,"61,18",,,"12,64",,,
   133 г
 Обед,1036,"28,29","3,699","95,2","9,8",0,"95,09",216,193,849
  Куриное Филе,366,"4,13","1,099",0,0,0,"76,89",216,193,849
   333 г
  Агро-Альянс Гречка Экстра,490,"4,2",,"95,2","9,8",,"18,2",0,,
   140 г
  Сарепта Масло Горчичное,180,"19,96","2,6",0,,0,0,,,
   20 г
 Ужин,1523,"58,49","0,761","185,06","24,14","24,96","65,76",109,97,"948,64"
  Магнит Банан,185,"0,21","0,21","45,34","5,41","24,96","3,12",,,
   208 г
  Магнит Яблоки Новый Урожай,90,"0,75",,"21,62","3,38",,"0,56",,,"522,64"
   188 г
